1540	how can i find out if a process is cpu , memory or disk-bound ?	how can i find out if a process is bound to cpu , memory or disk ?
1541	is there any advantage to setting up a personal cloud instead of running a personal server without virtualization ?	i currently have my old pc sitting in my closet being a headless server ( running ubuntu server ) . i use it as a file server , web server , and backup server . ( the hostname is mneme , the greek muse of memory . ) are there any major reasons for me to consider replacing this non-virtualized setup with a personal cloud running on the same or similar hardware ? the major reason i can think of would be separation of services . for example , my backup system and my apache web server have nothing to do with each other directly , so they could run in separate instances . if i want to experiment with some new service ( e.g . set up a personal mail server ) , i could do it in a brand new instance and then later , after the inevitable miserable failure , i can just blow the whole mess away without affecting my other services . is this something that i could do with one or two computers running a personal cloud ? are there other advantages to setting up a personal cloud ?
1552	what fonts are absolutely required ?	is it possible , to wipe all fonts other than truetype fonts ? if so , how ? what fonts are absolutely needed/necessary in a working x environment ?
1557	how to change the color depth ?	i have ubuntu 10.04 installed on a dell c600 and the highest available resolution is 800x600 . from my previous i remember 1024x768 would work after setting the colour depth to 16bit , but there is no xorg.conf in /etc/x11 anymore . so , how can the colour depth be changed on lucid lynx ?
1570	bigben wireless gamepad does not connect	the gamepad is more or less a clone of a xbox controller ( iirc it is even from the same manufacturer ) , labeled pcpadrflx . lsusb lists the receiver as id 1a34:0801. dmesg | grep input reads [ 6880.468415 ] input : acrux rf usb gamepad 8206 as /devices/pci0000:00/0000:00:10.1/usb2/2-2/2-2.3/2-2.3:1.0/input/input17 unfortunately , while the receiver is recognized , the gamepad itself does not connect . usually after pressing a button on it the led would light up once to indicate it has connected , however it just blinks as it does when no receiver is connected at all . so , how can i make the gamepad work ?
1571	how to change the resolution of an ati rage mobility 128 above 800x600 ?	i am quite confident under hardy i only had to change the color depth to 16 , although i ca n't remember which driver ( ati , r128 , fglrx ) i used . i tried ati and r128 ( fglrx seems to crash ) but i still can not increase the screen resolution to 1024x768 , which worked under hardy . what else do i need to do ? is there something i have to add to the monitor section of xorg.conf perhaps ? the notebook is a dell latitude c600 .
1572	how can the rules that determine valid user passwords be changed ?	are there any particular rules on what a valid password is , speaking of length , upper- and lower and/or special characters , numbers , etc . and if so how they can be changed ?
1573	stopping desktopcouch and gwibber-service ?	powertop shows desktopcouch and gwibber-service are not-inconsiderable power-users . i do n't use gwibber or ubuntu one , so can i safely kill these processes ? if so , how could i stop them starting up , especially if my laptop is on battery power ?
1577	moving from bash to zsh	i 'm considering moving from bash to zsh as i often come across posts praising zsh . i 'm an experienced command line user and i 'm assuming the basics are pretty much the same , so i 'm looking for advice to get the benefits of moving , and any gotchas to be aware of . please just give one bit of advice per answer . i 'm looking for bite-size chunks where i can come back and integrate extra bits of info into my shell usage at a steady pace rather than trying to learn it all in one go .
1583	technically speaking , what is different about ubuntu compared to other linux distributions ?	this is a question that 's puzzled me for quite a while ( and refers to the differences between all distributions ) . in my mind , a distribution is : a pre-configured os , with some pre-installed packages , some created by the distribution 's community that are unique to that distribution ( e.g . apt-get ) . i 'm not sure my definition is right as i feel there 's something else . i 'm really interested in setting up my own archlinux distro ( which starts as a very minimal barebones system that you expand yourself ) but feel i need to understand this first .
1596	nasty cpu spikes that are n't connected to any visible processes	really strange issue here . i intermittently keep getting really unpleasant cpu spikes , where the cpu gets to 80-90 % busy across all cores for about 5 minutes . when i look at conky , in htop or system monitor , and sort by % cpu , i ca n't see any process that accounts for this much cpu usage . the only things i 've changed since this started are : i moved to kernel version 2.6.35 ( home compiled , up from 2.6.24-1 ) i installed the nvidia driver 256.44 ( up from 256.34 ) now , i am willing to downgrade either/both of those to find the problem but i 'd prefer to do this as scientifically as possible and find out what is causing the cpu explosion before i downgrade . edit : my precise issue looks like a nvidia regression in their latest driver . other people are getting similar spikes .
1600	yammm equivalent	i 've long used yammm for pulling metadata and thumbnails of my films/rips now i 'm in trouble since switching as i ca n't seem to find any equivalent , the xbmc scrapers have been a disaster ( e.g . i ripped toy story 2 , put it in a folder `` toy story 2 ( 2000 ) and it pulled everything for toystory 3 ) so what apps can you recommend ?
1603	wine users configuration	i 'm rebuilding an ubuntu system and this is a problem that i had on my original installation . the issue is this : in my home account i installed apps into wine and all is good . however , i have a second account that i use for work purposes . so , i open wine in the second account and it turns out that my home account wine apps are not installed . so , basically i had to install the apps into the second user account as well . this is really inefficient since it 's about 600mb worth of apps . ( at the time i was new to linux and did n't have time to do this properly . ) anyway , since i 'm essentially starting over , what i 'd like to do is have wine apps installed and available to multi users . the question : how do i make wine apps available to multiple users ? thanks .
1618	fixing usb drive auto-notify	yesterday i was copying files from sd cards , but at some point they stopped auto-mounting . did n't notice any errors . i can still mount by right-clicking the appropriate file in /dev in konqueror . update : slight correction . the drives never automounted , but i 've stopped getting the notification that a drive is plugged in . what processes should i be checking ? something in device actions ? i 'm using kubuntu 10.04
1620	how to fix unreadable tooltips in eclipse helios ?	this is what a function tooltip looks like for eclipse cdt in ubuntu 10.04 with the default theme : ! there 's nothing in eclipse 's general > appearance > colors and fonts preferences settings . is there an easy fix for these unreadable context sensitive help boxes ?
1624	rhythmbox keeps changing track to a different album	i 'm not sure whats happened but when i try and listen to a song in an album just after the song has finished and should go onto the next track it starts to play stereophonics ( the same album ) rather than the next track , has anyone else had this problem ! ?
1626	how can i run dwarf fortress in text mode ( ncurses ) on my linux vps ?	i installed dwarf fortress on my linux vps to use with dfterm . it 's running ubuntu 10.04 server x86-32 . i 'm fairly certain i have all the dependencies : i 've installed : ncurses ncursesw libsdl libsdl-image libgtk libglu libopenal1 i had to turn sound off or it will instantly segfault , and i set the display mode to text . i 've made no other changes to the config . however , even before i go near dfterm , it wo n't run properly . it just displays a blank screen . what could be causing this ? is there a dependency i missed ? is there something else i should have changed in the config ? given that it is a server , there is a good chance that if there is a missing dependency , it 's something that the devs went `` sure , everyone has that '' and did n't bother to list . other ncurses applications ( vim , irssi use it , i think ? ) work fine .
1629	occasional excessive iowait freezes computer - how to diagnose ?	i have a very slow ssd on an eeepc900a , and it occasionally freezes the os ( even the mouse pointer ) with system monitor showing excessive iowait . how can i diagnose what is causing this and should the system allow it ? thanks .
1637	good filesystem for /tmp ?	i 'm thinking of having /tmp on its own partition ... what would be a good filesystem to format it with ? the reason i ask is because the data being stored in /tmp is not permanent , so i do n't need journaling , a fancy index , or anything .
1644	mounting a usb disk in a permanent location	i have a usb hard disk that i want to mount on boot and in a specific location . how can i make that drive mount and stay available ( say for local backups , etc . ) even though no one 's logged in ? it seems that udev or something similar grabs hold of the disk . if i put an entry in /etc/fstab that tries to specifically mount this disk ( by uuid ) , then that mount process and the udev mount process seem to end up in a battle with each other and the disk does n't get mounted .
1647	support for various features in gedit	i 'm trying to use gedit as my main editor , and am looking for help with some tricky features . for each of the following , can people help me out with how to install and configure the feature ? code folding pylint support splitview support spell check whitespace deletion regex-powered find and replace any other features i should know about ? tags : plugins , ide
1649	lightroom alternative ?	what is the best alternative to adobe lightroom on linux/ubuntu ?
1656	nautilus automatically browses as root	i used gksudo nautilus ( not through the terminal but through the 'open with ' command ) for some copy & paste stuff that requires root access . but now whenever i open the file browser ( nautilus ) to access my local folder , it does n't open normally , but opens with root access as if i had used gksudo nautilus again . only trash is able be to opened normally without any root access . how can i get back the normal , unprivileged behavior for nautilus ?
1662	the best way to compile a kernel for an i7 processor ?	i have compiled my own kernels for a while now . i started when i got my i7 processor and wanted its turbo boost to work properly . i 've since bought an ssd so continue to benefit from a more recent kernel than the repo version . with my most recent builds , i 've started getting weird cpu spikes . while it could be a number of different things causing this , i 'd like to focus on getting the kernel `` right '' and if possible , more optimised than ever . i follow the `` old-fashioned debian '' on the kernel/compile wiki . i do this because i 'm building from a direct download from kernel.org . first questions : should i get my source from somewhere else and should i use a different build method ? the guide suggests getting the current .config like so : cp -vi /boot/config- ` uname -r ` .config this is all well and good if your current configuration works well but i 'm concerned mine contains a problem ... second question : is there a good ubuntu-friendly , i7-friendly default .config file i can download from somewhere ? there are a lot of kernel patches floating around at the moment . some promise a more responsive system through patching io bugs , some give `` better '' schedulers ( bfs , et al ) but it 's hard to find decent benchmarks to see if these are worthwhile features of if they 're just unstable junk . third : are there any patches you would apply to 2.6.35 to make it more compatible with lucid ? i fear it 's make menuconfig where i screw things up . i try to turn off drivers i do n't need and select options that look like they 'll optimise things but , truth be told , i 'm not a kernel developer ; i do n't know for certain if an option will break everything or even help at all . fourth : how would you optimise the .config/build-process for an i7 and ssd ?
1668	how do i dual-boot with debian ?	i want to install debian unstable alongside maverick but i do n't want to lose my data . also my cd drive is broken .
1680	best way to set up and record dvb-c pal and share recorded streams with dnla on ubuntu ?	i have an eyetv hybrid dvb-c usb ( plus a few pinnacle dvb-t ones ) receiver which works well under os x , but i would like to have recording under ubuntu instead - preferrably with epg -and share with dnla to my tv set . what would be the best way to do so in terms of programs etc ?
1685	whither hybrid suspend ?	so what ever happened to hybrid suspend , where it would suspend to both ram and disk ? it was kind of hot a few years ago , but it seems it was dropped . is there any way to set this up in recent ubuntu versions ?
1686	how well does microsoft office excel work in wine ?	some interest in excel 2003 , but primarily in excel 2007 . wondering if advanced features , such as macros can be made to work flawlessly . or if there are any major issues i should know about . using an alternative open source native program is unfortunately out of the question due to complex macro/vba heavy spreadsheets .
1691	is there an easy way to edit gtk-recordmydesktop videos ?	gtk-recordmydesktop outputs .ogv files that seem perfectly fine - they work well in totem and vlc . however , if i try to edit them in openshot or kdenlive , the editor either crashes ( kdenlive ) or wo n't show the video properly ( openshot ) . pitivi appears to work but then locks up when it tries to render the video . using video conversion tools , such as ffmpeg outputs a video that is a jumble of colours ; although it is just about possible to make out some movement . the only way i 've managed to edit the videos is to use devede to create a dvd .iso , mount the iso and then edit the .vob file ( s ) . this is a bit of a faff ; does anyone know of a better way around this ?
1694	is it possible to import dv video using firewire ?	i know there are several video editing programs : pitivi , openshot , etc however i am unsure if i can transfer video footage from a dv tape to my computer . in other operating systems ( with the correct software ) i can connect my firewire camcorder or tape deck to a pc , and record the video to file in realtime . is this possible in ubuntu and if so which software is needed ?
1695	watch quicktime videos in the browser ?	it 's rather frustrating to me that i ca n't watch any of the videos on apple 's site . is there a quicktime plugin for chrome or firefox , and if not , why ?
1697	debugging/monitoring emacs	i 'm using gnu emacs 23.1.50.1 ( x86_64-pc-linux-gnu , gtk+ version 2.18.0 ) and start my emacs session inside gnu screen . since i upgraded to ubuntu 10.04 and the version of emacs-snapshot there i encounter some problems . sometimes emacs hogs all ram plus the same amount of swap space ( 2+2gb ) and also eats all cpu time . when i send the process a sigterm the process stops to eat cpu time , but the huge allocated amount of memory stays . emacs itself does n't take any key sequences . so usually i send the process a sigkill and it dies . now i want to find out where the bug ( if there is one ) is located and want to do some debugging . i can see no special reason for this behavior . sometimes it starts after emacs is freshly started , sometimes i can work a whole day without problems , sometimes it happens in between . so i 'm looking for a kind of debugging or monitoring the process . i tried strace , but this generates too much output . strace output of a editing session should easily fill my whole harddrive . running emacs inside gdb should also not work , because if i remember correctly ubuntu builds the software without debugging symbols . so do you have any advice how i can find the ( possible ) bug ? what would you suggest ?
1700	what is the `` keyring '' or `` keychain '' ?	can someone please explain what ubuntu 's keychain or keyring is , as well as use cases for it ?
1702	how to enable anisotropic filtering and anti-aliasing with mupen64plus 1.99.3	os : ubuntu 10.04 64-bit i have searched alll over for how to enable these with the mupen emulator . thought i might check and see if anyone here has knowledge on this . http : //code.google.com/p/mupen64plus/ i 'm really hoping i do n't have to go back to windows to use project 64 to get these . and before anyone says `` project 64 rocks with wine '' well i 'm sure it does , but no anti-aliasing in wine ... thanks in advance ! ^^
1704	turning off the backlight on the console	i 'm using an ibm thinkpad x21 as a 3g router . it 's running a server install of lucid . the laptop has the lid up most of the time . there is no x , just a plain console . the colsole blanks itself , but the lcd backlight is always on . the graphics chip is ati technologies inc rage mobility p/m agp 2x ( rev 64 ) . the following modules related to the framebuffer are now loaded : $ lsmod | grep fb fbcon 35102 71 tileblit 2031 1 fbcon font 7557 1 fbcon bitblit 4707 1 fbcon vga16fb 11385 1 vgastate 8961 1 vga16fb can i make the lcd backlight turn off when the colsole is unused and have it turn on automatically when needed ?
1705	how can i create a select menu in a shell script ?	i 'm creating a simple bash script and i want to create a select menu in it , like this : ./script echo `` choose your option : '' 1 ) option 1 2 ) option 2 3 ) option 3 4 ) quit and according to user 's choice , i want different actions to be executed . i 'm a bash shell scripting noob , i 've searched the web for some answers , but got nothing really concrete . so , shell script masters , how should i do this ? thanks .
1708	une takes about 30 minutes to start up ( installed through wubi )	for some reason my ubuntu une takes about 30 minutes to start up . all i see is - with barely any harddrive activity answering txwikinger 's comment : it happened since the first install ( this behaviour is not observed on the live usb ) the only thing installed was windows 7 server edition worthy to note , that i seem to have grub 2 . then windows boot up manager . then grub 1 edit i forgot to mention that it was installed using wubi ( my first time installation using such software ) edit 2 ( oct - 28 ) going into grub and manually loading the kernel , it gets stuck at : [ 0.797171 ] kernel ) thread_helper+0x6/0x10 ] i 'm assuming it 's either this task or the task after it that are hogging my system i also get the following error vfs : open route device `` ( null ) '' ... please append a correct `` root= '' boot kernel panic not syncing vfs unable to mount root fs on unkwon-block ( 8,1 ) pid 1 , comm : swapper not trained call trace : ? printk panic mount_block_root ? sys_mknod mount_root prepare_namespace ? sys_access kernel_init ? kernel_init kernel_thread_helper
1712	why would the aptitude binary be missing if its package is installed ?	yesterday i upgraded a laptop from kubuntu 9.04 ( lucid ) to 9.10 ( karmic ) . then afterwards i tried to install some software $ sudo aptitude install dont-remember-what-it-was and i get sudo : aptitude : command not found wait , what ? how can aptitude be missing ? and it 's not just that - apt-get and dpkg also somehow mysteriously vanished from the system . i 've manually checked in /usr/bin and all the other directories in $ path and verified that the files actually do not exist . $ ls /usr/bin/aptitude ls : can not access /usr/bin/aptitude : no such file or directory thankfully i have two graphical package managers available , adept installer and kpackagekit . both of them report that the aptitude package is installed . i tried uninstalling and reinstalling it through the gui , just to be safe , and the uninstall/reinstall seemed to go off without a hitch . but the actual program binaries are still missing . is this something normal ? if not , has anyone ever heard of it happening ? is it likely that the missing programs will magically reappear if i upgrade to 10.04 ? edit : i have no idea what was going on , but after leaving the computer off overnight and a couple of reboots , the problem seems to have fixed itself . all the right files seem to be there .
1718	how do i reset x	my computer seems to have issues suspending and resuming properly . most recently , it resumed from hibernate , was working fine until i started logging in , and then x froze completely . i can log in via ssh ( and it works flawlessly when i do ) , and i 'd love to reset it without restarting the whole computer , and preferably without crashing all my open applications . is this doable ? if i have to crash the open apps , that 's ok too , i suppose , but not preferred .
1721	i have a catch 22 here ! no internet unless i update	i have a usb internet tether , but it will not work in ubuntu , unless i download something in the terminal , but i also can not get internet until i get this device working . i am able to use my windows side on the internet , that 's how i am doing this , but not with ubuntu side . is there any way , that allows me to download a packet ( that i have directions for ) while using windows side , in the command-line ? this is the fix i found for my usb device , that i ca n't do without internet . to get it working , make sure your iphone is not plugged in . then open up terminal and add the following repository : sudo add-apt-repository ppa : pmcenery/ppa sudo apt-get update sudo apt-get install libimobiledevice-dev libimobiledevice-utils ipheth-utils gvfs after this is done , turn mywi application back on and plug it in . it will not seem to work if you have it plugged in , and then turn it on .
1722	basic ubuntu ftp server	i would like to setup a basic ftp server on my ubuntu server install . i have been playing with vsftpd , but am having issues getting the server to allow me to create directories and copy files . i have set the system to allow local users , but it appears that does n't mean i get access to create directories . this may be an instance where i need to be better grounded in ubuntu server setup in order to configure this ftp server adequately . the end goal is to be able to move files from my local dev folder into my www folder for deployment . directories need to be able to move as well . any help would be greatly appreciated .
1732	can i run android apps on ubuntu ?	is it possible to run android apps on ubuntu ? and i do n't mean inside an emulator , but natively , as you would with any other application installed using the ubuntu software center .
1733	what reason could prevent console output from `` virsh -c qemu : ///system console guest1 '' ?	i 'm running kvm on a ubuntu 10.04 host . the guest os is also ubuntu 10.04 . i am attempting to connect to the guest using the 'console ' command . it appears i can establish a connection , but i get no output . $ sudo virsh -c qemu : ///system console guest1 connected to domain guest1 escape character is ^ ] ( nothing here ) ^ ] $ i do n't have a 'serial ' device configured , but i do have these 'console ' devices . < console type='pty ' tty='/dev/pts/2 ' > < source path='/dev/pts/2'/ > < target port= ' 0'/ > < /console > < console type='pty ' tty='/dev/pts/2 ' > < source path='/dev/pts/2'/ > < target port= ' 0'/ > < /console > are these sufficient for a console , or do i need a serial device as well ? what do i need to do in order to get the kvm console to work ?
1736	sync notes between android phone and ubuntu ?	i want a note taking app on my ubuntu running laptop and an app on my android phone which can sync with each other , through online means or manually syncing . so far the only thing i 've seen is the evernote app for android and the beta quality third party app nevernote . ideally , i 'd like an app that syncs with tomboy , but the only thing i 've found is tomdroid which is buggy and only lets you view notes . does anyone have any suggestions ? or will i have to stick to android apps which only sync with web sites ?
1743	is aptitude still considered superior to apt-get ?	when i first started with ubuntu using aptitude was the 'in-thing ' , with some stated improvements over apt-get . am i correct in saying that apt-get has now 'caught up ' with aptitude , and it makes little difference which is used ( although it is preferable to choose one or the other , and stick with it ) ? moreover , with aptitude set to be removed from a default ubuntu install , should everyone revert to apt-get , especially when guiding new users interested in the cli ?
1751	network preferences occasionally defaulted upon login	sometimes ( but not all the time , oddly enough ) , when i log into my system , networking will be disabled by default . is this a common issue , or is there some workaround i missed to set 'on ' as the permanent default ( ! ? ) .
1752	recover ext4 partition	i was trying to resize my ext4 partition and something went wrong . i lost it . the space in once consumed is now being represented as unallocated . how do i recover the partition ?
1755	what dlna server to choose ?	what dlna server program should i choose and how do i set it up ? it is an absolute requirement that it does n't take a lot of resources since it will be running on a 500 mhz machine . there seems to be quite a few server programs and i do n't have any experience with these userfriendly auto-detecet protocols/services . btw , the server does n't have a gui ...
1758	how can i resolve the disabled bluetooth on resume/power issue on lenovo laptops ?	after you install ubuntu on a lenovo laptop the bluetooth will be disabled after reboot or resume . the only workaround for this issue is to load factory default from the bios but this is not something you want to do each time you reboot ubuntu on a dual-boot machine . the problem was reported several times over time on lenovo support forum but nobody from them bothered to take a look on this . examples : http : //forums.lenovo.com/t5/ideapad-y-u-b-and-z-series/how-to-turn-on-bluetooth-on-ubuntu-08-10/m-p/99839 http : //forums.lenovo.com/t5/t400-t500-and-newer-t-series/t400-bluetooth-doesn-t-turn-on-after-wake-up-from-standby-mode/m-p/197984
1759	how to install php-gtk ?	i ca n't find it in the repositories.i am using maverick .
1763	native , foss gui prototyping tools ?	as part of my job as a web developer , i spend an amount of time doing ui prototypes to show the client . it 's a pain in the behind but sometimes it has to be done . i 've seen shuttleworth ( and the design team ) pump out images like this : that 's made by something called balsamiq mockups ... something that balances on top of adobe air ( yack ! ) and costs $ 79 . i 've tried it but it kept falling over . i think it had something to do with air not the app itself . my point is if i 'm paying out for something , i want it to be native .
1766	lost lxde menus after replacing /home	i am trying lubuntu on an old laptop . i have before and after the install i had two partitions ( +swap ) mounting on / and on /home . when i did the lubuntu install i told it to ignore the /home partition . after the lubuntu install i logged in and everything appeared ok . i mounted the /home partition as /hold.old . then i copied all the files from /home to /home.old . then for each user i chown'ed the stuff in /home.old . then i edited /etc/fstab to mount the /home partition . then i renamed /home . then i rebooted . all my old files are where i expected them in the /home filesystem . but my lxde menu system is messed up . instead of the full menu system i only have terminal and logout . i thought that most of the menu system lived in /usr/share . but , apparently lxde has some menu stuff in /home that i did not get copied over correctly . is there a quick way to restore the default lxde menu system ? can you point some documentation that would be good for learning the sysadmin level workings of lxde ?
1767	how to access a windows shared drive/folder from ubuntu ?	specifically , what are the login credentials i need to provide ? details : the machine i want to access is running windows 7 , and i 'm sure the folder sharing is working as other windows machines can access it . in ubuntu , i can go to places - > network and i see the machine there and open it , when i try to view the shared folder it will prompt me for username/domain/password . are these credentials supposed to be my login details on the other machine ? my account there does not have a password though , should i leave it blank ? i 'm also not clear what `` domain '' needs to be .
1772	how do i mount an iso ?	i was hoping to know if ubuntu comes with a standard way of mounting isos . i looked around online and found a bunch of scripts that can do it . this to me seems like core functionality , is it offered by default in ubuntu . if not where is the best and simplest mounter for isos .
1780	printer sharing and ubuntu	i have a printer plugged it into my ubuntu desktop machine . i want to access it from windows 7 on my laptop . is this possible ? if yes , how can i do this ?
1784	how can i install steam ?	how can i install and run steam on ubuntu ?
1786	what is the difference between network manager and 'ifconfig ' 'ifup ' , etc ?	ubuntu seems to provide at least two network `` toolsets '' ( for lack of a better term ) . i 'm running into conflicts between these two . network manager something which is more like the traditional network tools ( e.g . ifconfig , 'ifup ' , /etc/network/interfaces i am often running into conflicts between these different sets of tools . for example , i 'm running ubuntu desktop at home and i 'm using software like kvm/libvirt which recommends that i disable network manager , but disabling network manager causes other things to break . what is the difference between network manager and the traditional network tools ? can these two suites run side-by-side or must i stick with one or the other ? is there a document which summarizes the difference between these different tools ? i have been unable to find one . ( forgive the vagueness of this question . i 've searched and searched for an answer , but i have only found many vague answers which do n't seem relevant to ubuntu 10.04/lucid , and i may not fully understand the purpose of networkmanager . however , this seems to be a frequently asked question . if you have advice for clarifying this question , please post a comment . )
1788	login fail with low graphics then crash ?	i was using transmission to download some stuff , when i got a notification that there was only 800 mb of free space left . i soon rebooted , only to find out , that i could not login again . i would get an error stating , that the default configuration had changed for `` gnome-power-manager '' and to contact my system-administrator , though i am the sysadmin . every time i tried to login it would fail and the whole thing was in low graphics mode . so my question is if there is a way to fix this ?
1789	why do some packages disappear from the repositories ?	i needed to install a program ( gsas & expgui ) that depends on the libg2c0 library . this library was in the repositories up to ubuntu jaunty ( 9.04 ) , and then it was removed . the solution is to download the jaunty package , and then sudo dpkg -- force-depends -i libg2c0_3.4.6-8ubuntu2_amd64.deb . if found this solution not to be in the spirit of ubuntu ( is there a word for that , like pythonic is to python ? ) in general , what are the reasons for removing a given package from newer versions ? is there a better way to manage dependencies to no longer supported packages ?
1790	is there any way to get pressure sensitivity from my wacom-drawing tablet into a web-browser ?	wacom works pretty much out of the box in ubuntu ( studio ) , but pressure sensitivity only works in specific applications , like gimp . deviantart now has released an online-application , called muro , that allows one to draw from within your webbrowser ! there is a plugin available for windows and mac os , to get pressure sensitivity in firefox , but not for linux , hence not for ubuntu . muro uses html5 technology , but no flash . is there any way to get pressure sensitivity from my wacom-drawing tablet into a web-browser ?
1792	how can i suspend/hibernate from command line ?	how can i suspend or hibernate my laptop using command line , without installing additional software ?
1793	what are the must-have apps to customize ubuntu look and feel apps ?	seeing this a big part of the ubuntu community , i have never looked at someone 's ubuntu install with thinking that looks cool , i wish i had x . how did you do that ? what are your the must have add-ons for look and feel ? e.g conky , tilda , album art , emerald , docky etc ...
1801	why no oovoo on ubuntu ?	the only reason i ever boot into windows ( 7 ) is to use the popular video chat software oovoo ( website ) . it 's useless under wine and there seems to be no way to run it in ubuntu except for some proprietary tools . does anyone have any information on some alternatives to running it with wine ?
1802	how can i fix the ( broken ) icons in the notification area upon login ?	the icons in the notification area are sometimes broken upon login . this is always fixed if i close the session and login again . see in this screenshot , the usual `` power '' button is replaced by a part of my user name . the whole username should be `` agustin '' . the problem is not just visual , if you click where the power button should be you get no functionality . interestingly , if you click on the other button , and you move the cursor qith the arrow keys , you get the menu . i believe this problem is related to the nvidia propietary drivers , but i am not sure . any ideas ? anyone had this problem like me ? -- agustín
1807	how can i strip down ubuntu ?	i 'm trying to fix what i consider a bloated install of ubuntu . when i install ubuntu on a machine , i get things that i do n't want - web browsers , office applications , media players , accessibility utilities , ubuntu one , and so on . my goal is to create a way that i can have an install of ubuntu that contains only the most minimal packages - the administrative tools and package manager , a gui ( my preference would be gnome ) , a text editor , core drivers ( video cards , network cards - wired and wireless , input devices ) , and anything else that i have to have to run a stable distribution . from there , i would like to pick and choose which packages i install to create my own customized system . after playing around with other distros like arch and slackware , like how they provide a barebones install by default . however , i get trapped in a `` configuration hell '' - right now , i tried moving away from ubuntu and to arch , but after spending 6 hours with it , i still do n't have a usable system . it 's half configured and i do n't have any usable software packages to enable me to work . is anything that can help me available ? either something like the opensuse builder that lets you choose applications and packages for the cd , an advanced installation mode where i can choose the packages to install and which to ignore , or a guide on how to strip ubuntu down to its bare bones ? and i suppose a natural follow up to this is once i have a stripped down ubuntu , will this affect updating at all ? when canonical releases the next version of ubuntu , i do n't want any bloatware reinstalled . and yes , most of the applications that come with ubuntu , i simply do n't use . ever .
1813	is gparted a good tool for resizing an ntfs partition ?	i have a dual-boot setup . ( ubuntu / vista ) i need to shrink the partition that vista is installed on . ( it 's an ntfs partition . ) i tried using vista 's own disk manager , but it did n't work . i heard that gparted can resize ntfs partitions - is this true ? is it a safe tool for resizing partitions ? are there any potential issues i should be aware of if i use it ?
1816	how to get more people involved in improving x.org for ubuntu ?	in ubuntu , x is one of the more critical pieces in the stack . as such , we get a ton of questions and bug reports about it , probably about 100 times as many as we have manpower to handle . canonical is hiring additional engineers to work on x which will help , but still there are many things that are outside the scope of what canonical can do , so i feel it is really important to have a strong community involved in improving x in ubuntu , particularly around getting all these massive amounts of bug reports answered , triaged , and ( hopefully ) solved . however , it 's tough to find people to work on x or to convince people that it is worthwhile for them to invest their time in it . how would you suggest going about encouraging people to get involved , who might not otherwise be thinking of working on x ?
1820	can i use networkmanager without a tray/dock/bar ?	i would like to use networkmanager , but prefer a keyboard driven window manager that provides as much space on the screen as possible for my code . i just hate that little strip of real estate `` trays '' take up on my screen . i have tried running nm-* from the command line , but they seam to never work without a tray .
1829	how can i add a separator to the place sidebar in nautilus ?	i 'd like to drag a few more folders to the places sidebar in nautilus , but want to group these new ones separately to the default folders ( like dropbox , downloads and documents ) . is there a way to add a new separator to the list ?
1830	will plymouth allow for a nice boot experience with proprietary graphics drivers in future ?	the new graphical bootloader introduced in 10.04 ( plymouth ) looks amazing until i enable proprietary drivers for my video card . i then get a horrible flashy monster of a boot experience , which i can cope with if i have to , but i 'm sure would be offputting for newer users . my understanding is that plymouth depends on features that currently are n't available in the proprietary drivers . my question is , is this likely to change , or should i just get used to 'one or the other ' ( i.e . a nice boot experience or a nice desktop experience , but not both ) ? can we expect to see plymouth playing nice with proprietary graphics drivers in future , or is this solely reliant on work from the proprietary manufacturers ?
1832	is it possible to install ubuntu on a mac using bootcamp ?	i want a native ubuntu installation , not an vm . do i have options on my mac ( that do n't involve destroying the 'mac ' portion of it ) or should i just switch to a standard pc ? if i do have options , it would be nice to know what they are : -p
1836	problems mounting an smb share in my fstab	i have a valid , reachable smb share on my windows box , which i can mount with sudo mount -t cifs //192.168.0.9/c /mnt/winc -o username=foo , password=bar but is n't mountable from my fstab . the fstab entry reads //192.168.0.9 /mnt/winc credentials=/root/.smbcredentials , iocharset=utf8 , file_mode=0777 , dir_mode=0777 0 0 and the credentials file ( which has 777 permissions while i get this working ) contains username=foo password=bar but sudo mount -a results in an error , which from a dmesg | tail , shows [ 225040.991705 ] cifs vfs : no username specified [ 225050.991721 ] cifs vfs : cifs_mount failed w/return code = -22 anyone else seen this issue and managed to resolve it ?
1844	is there a keyboard-centric desktop/wm available ?	i know of the awesome window manager , which after some customization may suit my desires , but i was wondering if there is a keyboard-centric desktop environment that does n't require too much tweaking to make it really useful . of course gnome and i 'm sure kde have nice shortcuts , and the ability to set them up how you want , but that becomes a problem because in a lot of cases the keyboard ends out conflicting with built-in program behavior . any suggestions ?
1846	how can wolfenstein enemy teritory with dependency on libgtk1.2 be installed on ubuntu ?	hey , im trying to install wolfenstein e.t however it comes up with this error message when running , saying its missing libgtk-1.2 . in the repos there is only libgtk2.0 any ideas how i can get around this problem ?
1847	is there a tablet-centric desktop available for ubuntu ?	i have a lenovo x61 tablet pc running ubuntu 10.04 . i 've got karol krizka 's auto-rotate daemon working , along with a variety of other applications like cellwriter , though for some reason even when it 's working properly , it needed a fix for me . there 's a host of other applications i use such as xournal , for general notetaking mypaint , for drawing easystroke , for gesture recognition probably others that i forget at the moment ... but i was wondering if there are any good tablet-oriented desktop environments for ubuntu ?
